order date (DateOrders),shipping date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Shipping Mode,Market,Order Region,Category Name,Customer Segment,Order Status,Late_delivery_risk,Order Profit Per Order,Sales,Benefit per order,Order Item Quantity,delay_days,is_late
1/2/2016 12:48,1/4/2016 12:48,2,1,First Class,Pacific Asia,South Asia,Hockey,Consumer,COMPLETE,1,20.25,50.0,20.25,2.0,1,1
1/1/2016 0:42,1/4/2016 0:42,3,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Corporate,CLOSED,0,1.74000001,25.0,1.74000001,1.0,-1,0
12/31/2015 22:15,1/6/2016 22:15,6,2,Second Class,Pacific Asia,Oceania,Hockey,Corporate,COMPLETE,1,-16.48999977,25.0,-16.48999977,1.0,4,1
12/30/2015 17:32,1/3/2016 17:32,4,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,COMPLETE,0,9.899999619,25.0,9.899999619,1.0,0,0
12/23/2015 9:18,12/29/2015 9:18,6,4,Standard Class,Pacific Asia,Oceania,Hockey,Home Office,COMPLETE,1,11.0699997,100.0,11.0699997,4.0,2,1
12/22/2015 20:41,12/27/2015 20:41,5,4,Standard Class,Pacific Asia,Oceania,Hockey,Consumer,ON_HOLD,1,5.0,25.0,5.0,1.0,1,1
12/21/2015 17:43,12/23/2015 17:43,2,1,First Class,Pacific Asia,Oceania,Hockey,Corporate,COMPLETE,1,5.53000021,25.0,5.53000021,1.0,1,1
12/19/2015 1:36,12/24/2015 1:36,5,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Home Office,COMPLETE,1,19.13999939,50.0,19.13999939,2.0,1,1
12/18/2015 11:35,12/23/2015 11:35,5,4,Standard Class,Pacific Asia,South Asia,Hockey,Consumer,PENDING_PAYMENT,1,-162.0,75.0,-162.0,3.0,1,1
12/18/2015 4:56,12/24/2015 4:56,6,4,Standard Class,Pacific Asia,South Asia,Hockey,Corporate,PENDING_PAYMENT,1,-0.529999971,50.0,-0.529999971,2.0,2,1
12/15/2015 7:55,12/19/2015 7:55,4,2,Second Class,Pacific Asia,Oceania,Hockey,Consumer,CLOSED,1,12.43000031,125.0,12.43000031,5.0,2,1
12/12/2015 17:12,12/17/2015 17:12,5,2,Second Class,Pacific Asia,South Asia,Hockey,Consumer,SUSPECTED_FRAUD,0,-87.0,125.0,-87.0,5.0,3,0
12/11/2015 22:17,12/17/2015 22:17,6,4,Standard Class,Pacific Asia,Eastern Asia,Hockey,Corporate,COMPLETE,1,37.79999924,100.0,37.79999924,4.0,2,1
12/11/2015 18:47,12/13/2015 18:47,2,1,First Class,Pacific Asia,Southeast Asia,Hockey,Corporate,COMPLETE,1,52.06000137,125.0,52.06000137,5.0,1,1
12/9/2015 22:17,12/13/2015 22:17,4,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Corporate,PENDING,0,10.5,25.0,10.5,1.0,0,0
12/8/2015 18:15,12/10/2015 18:15,2,1,First Class,Pacific Asia,Southeast Asia,Hockey,Corporate,PENDING_PAYMENT,1,23.62999916,125.0,23.62999916,5.0,1,1
12/7/2015 8:16,12/9/2015 8:16,2,1,First Class,Pacific Asia,Southeast Asia,Hockey,Corporate,COMPLETE,1,0.270000011,25.0,0.270000011,1.0,1,1
12/4/2015 14:46,12/5/2015 2:46,1,0,Same Day,Pacific Asia,South Asia,Hockey,Corporate,CLOSED,1,2.700000048,50.0,2.700000048,2.0,1,1
12/3/2015 1:16,12/6/2015 1:16,3,2,Second Class,Pacific Asia,Oceania,Hockey,Consumer,PENDING_PAYMENT,1,5.309999943,50.0,5.309999943,2.0,1,1
12/2/2015 21:46,12/5/2015 21:46,3,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Home Office,PENDING_PAYMENT,0,7.0,25.0,7.0,1.0,-1,0
11/27/2015 18:27,12/3/2015 18:27,6,4,Standard Class,Pacific Asia,Oceania,Hockey,Corporate,COMPLETE,1,14.25,75.0,14.25,3.0,2,1
11/22/2015 9:31,11/24/2015 9:31,2,1,First Class,Pacific Asia,Oceania,Hockey,Corporate,CLOSED,1,14.88000011,50.0,14.88000011,2.0,1,1
11/21/2015 9:21,11/25/2015 9:21,4,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Consumer,CLOSED,0,6.809999943,25.0,6.809999943,1.0,0,0
11/21/2015 3:45,11/24/2015 3:45,3,4,Standard Class,Pacific Asia,Oceania,Hockey,Corporate,PROCESSING,0,-37.5,25.0,-37.5,1.0,-1,0
11/20/2015 21:05,11/24/2015 21:05,4,4,Standard Class,Pacific Asia,South Asia,Hockey,Consumer,SUSPECTED_FRAUD,0,12.47999954,50.0,12.47999954,2.0,0,0
11/17/2015 5:09,11/20/2015 5:09,3,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Home Office,COMPLETE,0,-5.21999979,25.0,-5.21999979,1.0,-1,0
11/13/2015 4:48,11/15/2015 4:48,2,1,First Class,Pacific Asia,Eastern Asia,Hockey,Corporate,CLOSED,1,29.92000008,100.0,29.92000008,4.0,1,1
11/12/2015 10:56,11/14/2015 10:56,2,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Consumer,ON_HOLD,0,0.0,50.0,0.0,2.0,-2,0
11/9/2015 2:00,11/15/2015 2:00,6,4,Standard Class,Pacific Asia,South Asia,Hockey,Corporate,COMPLETE,1,21.53000069,75.0,21.53000069,3.0,2,1
11/3/2015 12:11,11/7/2015 12:11,4,4,Standard Class,Pacific Asia,Eastern Asia,Hockey,Consumer,COMPLETE,0,37.5,125.0,37.5,5.0,0,0
10/30/2015 23:45,11/2/2015 23:45,3,4,Standard Class,Pacific Asia,Eastern Asia,Hockey,Corporate,COMPLETE,0,8.31000042,75.0,8.31000042,3.0,-1,0
10/27/2015 10:16,10/31/2015 10:16,4,2,Second Class,Pacific Asia,South Asia,Hockey,Consumer,COMPLETE,1,11.63000011,100.0,11.63000011,4.0,2,1
10/26/2015 21:18,10/28/2015 21:18,2,2,Second Class,Pacific Asia,Southeast Asia,Hockey,Corporate,PROCESSING,0,21.37999916,50.0,21.37999916,2.0,0,0
10/25/2015 9:34,10/30/2015 9:34,5,4,Standard Class,Pacific Asia,Southeast Asia,Hockey,Consumer,COMPLETE,1,4.630000114,50.0,4.630000114,2.0,1,1
10/17/2015 10:58,10/19/2015 10:58,2,1,First Class,Europe,Western Europe,Hockey,Consumer,PENDING,1,43.75,125.0,43.75,5.0,1,1
10/16/2015 4:30,10/20/2015 4:30,4,4,Standard Class,Europe,Northern Europe,Hockey,Home Office,COMPLETE,0,17.10000038,100.0,17.10000038,4.0,0,0
10/13/2015 15:11,10/17/2015 15:11,4,2,Second Class,Europe,Western Europe,Hockey,Corporate,PROCESSING,1,45.93999863,125.0,45.93999863,5.0,2,1
10/6/2015 5:34,10/6/2015 17:34,0,0,Same Day,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,0,31.5,100.0,31.5,4.0,0,0
10/3/2015 22:33,10/8/2015 22:33,5,4,Standard Class,Europe,Southern Europe,Hockey,Home Office,COMPLETE,1,34.90999985,75.0,34.90999985,3.0,1,1
9/25/2015 6:48,9/27/2015 6:48,2,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PROCESSING,0,32.40000153,125.0,32.40000153,5.0,-2,0
9/23/2015 3:39,9/29/2015 3:39,6,4,Standard Class,Europe,Southern Europe,Hockey,Consumer,COMPLETE,1,37.16999817,125.0,37.16999817,5.0,2,1
9/18/2015 8:02,9/24/2015 8:02,6,4,Standard Class,Europe,Western Europe,Hockey,Consumer,ON_HOLD,1,0.910000026,75.0,0.910000026,3.0,2,1
9/14/2015 1:23,9/17/2015 1:23,3,4,Standard Class,Europe,Southern Europe,Hockey,Consumer,PENDING_PAYMENT,0,36.0,100.0,36.0,4.0,-1,0
9/12/2015 8:24,9/18/2015 8:24,6,4,Standard Class,Europe,Southern Europe,Hockey,Consumer,PENDING,1,2.049999952,75.0,2.049999952,3.0,2,1
9/9/2015 8:13,9/14/2015 8:13,5,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,CLOSED,1,1.75999999,50.0,1.75999999,2.0,1,1
9/5/2015 18:23,9/10/2015 18:23,5,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,1,31.0699997,125.0,31.0699997,5.0,1,1
9/3/2015 23:39,9/6/2015 23:39,3,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,PROCESSING,0,2.369999886,25.0,2.369999886,1.0,-1,0
9/3/2015 2:17,9/5/2015 2:17,2,4,Standard Class,Europe,Western Europe,Hockey,Corporate,CLOSED,0,29.87999916,100.0,29.87999916,4.0,-2,0
8/30/2015 1:35,9/1/2015 1:35,2,1,First Class,Europe,Northern Europe,Hockey,Consumer,PENDING,1,28.05999947,75.0,28.05999947,3.0,1,1
8/29/2015 22:05,9/4/2015 22:05,6,4,Standard Class,Europe,Western Europe,Hockey,Consumer,CLOSED,1,22.30999947,75.0,22.30999947,3.0,2,1
8/28/2015 18:45,8/31/2015 18:45,3,2,Second Class,Europe,Western Europe,Hockey,Consumer,COMPLETE,1,-1.409999967,50.0,-1.409999967,2.0,1,1
8/27/2015 4:13,8/30/2015 4:13,3,2,Second Class,Europe,Western Europe,Hockey,Consumer,CLOSED,1,53.45999908,125.0,53.45999908,5.0,1,1
8/25/2015 5:16,8/29/2015 5:16,4,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,PENDING_PAYMENT,0,7.130000114,50.0,7.130000114,2.0,0,0
8/19/2015 7:23,8/23/2015 7:23,4,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,PENDING_PAYMENT,0,0.620000005,25.0,0.620000005,1.0,0,0
8/11/2015 3:32,8/16/2015 3:32,5,4,Standard Class,Europe,Western Europe,Hockey,Consumer,ON_HOLD,1,16.37999916,75.0,16.37999916,3.0,1,1
8/9/2015 22:48,8/12/2015 22:48,3,2,Second Class,Europe,Southern Europe,Hockey,Corporate,CANCELED,0,17.32999992,50.0,17.32999992,2.0,1,0
8/9/2015 15:27,8/11/2015 15:27,2,1,First Class,Europe,Western Europe,Hockey,Consumer,PENDING,1,0.0,125.0,0.0,5.0,1,1
8/9/2015 0:23,8/13/2015 0:23,4,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PENDING,0,2.0,25.0,2.0,1.0,0,0
8/5/2015 7:45,8/11/2015 7:45,6,4,Standard Class,Europe,Western Europe,Hockey,Consumer,COMPLETE,1,6.300000191,100.0,6.300000191,4.0,2,1
8/1/2015 0:45,8/3/2015 0:45,2,4,Standard Class,Europe,Southern Europe,Hockey,Home Office,COMPLETE,0,13.57999992,50.0,13.57999992,2.0,-2,0
7/26/2015 20:01,8/1/2015 20:01,6,4,Standard Class,Europe,Western Europe,Hockey,Consumer,COMPLETE,1,22.60000038,75.0,22.60000038,3.0,2,1
7/26/2015 2:51,7/28/2015 2:51,2,4,Standard Class,Europe,Southern Europe,Hockey,Home Office,COMPLETE,0,-59.5,100.0,-59.5,4.0,-2,0
7/24/2015 17:34,7/26/2015 17:34,2,1,First Class,Europe,Western Europe,Hockey,Home Office,PENDING,1,30.75,75.0,30.75,3.0,1,1
7/24/2015 6:01,7/28/2015 6:01,4,4,Standard Class,Europe,Western Europe,Hockey,Consumer,COMPLETE,0,45.15000153,125.0,45.15000153,5.0,0,0
7/14/2015 22:51,7/16/2015 22:51,2,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,PROCESSING,0,27.29999924,100.0,27.29999924,4.0,-2,0
7/7/2015 20:56,7/8/2015 8:56,1,0,Same Day,Europe,Western Europe,Hockey,Corporate,COMPLETE,1,-69.69999695,125.0,-69.69999695,5.0,1,1
7/7/2015 14:58,7/12/2015 14:58,5,2,Second Class,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,1,31.29999924,125.0,31.29999924,5.0,3,1
7/4/2015 8:51,7/6/2015 8:51,2,1,First Class,Europe,Western Europe,Hockey,Home Office,COMPLETE,1,1.879999995,25.0,1.879999995,1.0,1,1
7/1/2015 21:17,7/3/2015 21:17,2,1,First Class,Europe,Southern Europe,Hockey,Home Office,COMPLETE,1,-29.07999992,75.0,-29.07999992,3.0,1,1
6/29/2015 1:19,7/2/2015 1:19,3,4,Standard Class,Europe,Western Europe,Hockey,Consumer,ON_HOLD,0,32.81000137,125.0,32.81000137,5.0,-1,0
6/28/2015 19:22,6/29/2015 7:22,1,0,Same Day,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,1,-8.390000343,75.0,-8.390000343,3.0,1,1
6/28/2015 8:51,7/4/2015 8:51,6,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,1,18.0,50.0,18.0,2.0,2,1
6/28/2015 1:09,7/2/2015 1:09,4,4,Standard Class,Europe,Western Europe,Hockey,Consumer,COMPLETE,0,8.090000153,25.0,8.090000153,1.0,0,0
6/22/2015 15:10,6/25/2015 15:10,3,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,0,23.5,50.0,23.5,2.0,-1,0
6/21/2015 13:35,6/22/2015 1:35,1,0,Same Day,Europe,Western Europe,Hockey,Consumer,PROCESSING,1,-6.420000076,50.0,-6.420000076,2.0,1,1
6/13/2015 3:06,6/13/2015 15:06,0,0,Same Day,Europe,Western Europe,Hockey,Consumer,COMPLETE,0,9.0,75.0,9.0,3.0,0,0
6/10/2015 21:08,6/13/2015 21:08,3,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,PROCESSING,0,20.57999992,50.0,20.57999992,2.0,-1,0
6/9/2015 12:33,6/14/2015 12:33,5,2,Second Class,Europe,Northern Europe,Hockey,Corporate,CLOSED,1,-4.510000229,25.0,-4.510000229,1.0,3,1
6/9/2015 5:33,6/14/2015 5:33,5,2,Second Class,Europe,Western Europe,Hockey,Consumer,PROCESSING,1,8.010000229,75.0,8.010000229,3.0,3,1
6/9/2015 4:09,6/15/2015 4:09,6,2,Second Class,Europe,Southern Europe,Hockey,Home Office,PENDING_PAYMENT,1,23.62999916,50.0,23.62999916,2.0,4,1
6/4/2015 13:26,6/9/2015 13:26,5,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PROCESSING,1,6.650000095,25.0,6.650000095,1.0,1,1
6/2/2015 17:39,6/4/2015 17:39,2,1,First Class,Europe,Western Europe,Hockey,Consumer,COMPLETE,1,-70.55000305,50.0,-70.55000305,2.0,1,1
5/28/2015 4:52,5/30/2015 4:52,2,1,First Class,LATAM,South America,Hockey,Consumer,COMPLETE,1,27.71999931,100.0,27.71999931,4.0,1,1
5/27/2015 8:54,5/29/2015 8:54,2,1,First Class,LATAM,South America,Hockey,Corporate,PENDING,1,14.86999989,50.0,14.86999989,2.0,1,1
5/26/2015 22:23,5/30/2015 22:23,4,4,Standard Class,LATAM,South America,Hockey,Consumer,PENDING,0,31.25,125.0,31.25,5.0,0,0
5/26/2015 6:16,5/28/2015 6:16,2,1,First Class,LATAM,Central America,Hockey,Consumer,PENDING_PAYMENT,1,6.5,25.0,6.5,1.0,1,1
5/24/2015 10:29,5/26/2015 10:29,2,1,First Class,LATAM,Central America,Hockey,Consumer,COMPLETE,1,25.47999954,100.0,25.47999954,4.0,1,1
5/19/2015 5:45,5/21/2015 5:45,2,2,Second Class,LATAM,Central America,Hockey,Corporate,ON_HOLD,0,41.83000183,125.0,41.83000183,5.0,0,0
5/17/2015 1:12,5/19/2015 1:12,2,2,Second Class,LATAM,Caribbean,Hockey,Consumer,CLOSED,0,32.08000183,75.0,32.08000183,3.0,0,0
5/15/2015 10:19,5/21/2015 10:19,6,4,Standard Class,LATAM,Caribbean,Hockey,Consumer,CANCELED,0,38.34000015,125.0,38.34000015,5.0,2,0
5/14/2015 17:09,5/16/2015 17:09,2,4,Standard Class,LATAM,Central America,Hockey,Consumer,PENDING_PAYMENT,0,10.93000031,25.0,10.93000031,1.0,-2,0
5/14/2015 7:41,5/19/2015 7:41,5,4,Standard Class,LATAM,South America,Hockey,Consumer,PROCESSING,1,21.94000053,75.0,21.94000053,3.0,1,1
5/10/2015 9:48,5/12/2015 9:48,2,4,Standard Class,LATAM,Central America,Hockey,Consumer,PENDING_PAYMENT,0,29.04000092,75.0,29.04000092,3.0,-2,0
5/7/2015 17:41,5/11/2015 17:41,4,4,Standard Class,LATAM,Central America,Hockey,Home Office,SUSPECTED_FRAUD,0,23.77000046,50.0,23.77000046,2.0,0,0
5/4/2015 23:49,5/10/2015 23:49,6,4,Standard Class,LATAM,Caribbean,Hockey,Home Office,PROCESSING,1,19.57999992,75.0,19.57999992,3.0,2,1
5/3/2015 0:52,5/5/2015 0:52,2,2,Second Class,LATAM,Central America,Hockey,Home Office,COMPLETE,0,5.849999905,25.0,5.849999905,1.0,0,0
5/1/2015 22:15,5/7/2015 22:15,6,4,Standard Class,LATAM,Central America,Hockey,Consumer,COMPLETE,1,3.74000001,25.0,3.74000001,1.0,2,1
4/26/2015 15:46,4/28/2015 15:46,2,1,First Class,LATAM,Central America,Hockey,Consumer,PROCESSING,1,16.79999924,50.0,16.79999924,2.0,1,1
4/25/2015 6:29,4/25/2015 18:29,0,0,Same Day,LATAM,Central America,Hockey,Consumer,COMPLETE,0,35.93999863,100.0,35.93999863,4.0,0,0
4/21/2015 20:30,4/23/2015 20:30,2,1,First Class,LATAM,South America,Hockey,Consumer,PROCESSING,1,20.71999931,75.0,20.71999931,3.0,1,1
4/13/2015 19:49,4/19/2015 19:49,6,4,Standard Class,LATAM,Caribbean,Hockey,Corporate,COMPLETE,1,26.78000069,125.0,26.78000069,5.0,2,1
4/11/2015 9:40,4/16/2015 9:40,5,4,Standard Class,LATAM,Central America,Hockey,Consumer,PENDING_PAYMENT,1,-4.75,100.0,-4.75,4.0,1,1
4/10/2015 11:35,4/12/2015 11:35,2,4,Standard Class,LATAM,South America,Hockey,Consumer,COMPLETE,0,13.59000015,125.0,13.59000015,5.0,-2,0
4/7/2015 13:10,4/13/2015 13:10,6,4,Standard Class,LATAM,Central America,Hockey,Home Office,PENDING_PAYMENT,1,4.400000095,100.0,4.400000095,4.0,2,1
4/3/2015 10:01,4/6/2015 10:01,3,4,Standard Class,LATAM,Caribbean,Hockey,Consumer,COMPLETE,0,7.260000229,25.0,7.260000229,1.0,-1,0
4/3/2015 8:16,4/6/2015 8:16,3,4,Standard Class,LATAM,Central America,Hockey,Corporate,CLOSED,0,5.539999962,25.0,5.539999962,1.0,-1,0
3/31/2015 19:19,4/4/2015 19:19,4,4,Standard Class,LATAM,Central America,Hockey,Consumer,COMPLETE,0,9.75,50.0,9.75,2.0,0,0
3/28/2015 14:35,4/2/2015 14:35,5,4,Standard Class,LATAM,Central America,Hockey,Consumer,SUSPECTED_FRAUD,0,33.72000122,125.0,33.72000122,5.0,1,0
3/28/2015 3:01,3/30/2015 3:01,2,4,Standard Class,LATAM,Central America,Hockey,Consumer,CLOSED,0,11.89000034,50.0,11.89000034,2.0,-2,0
3/26/2015 7:35,3/29/2015 7:35,3,4,Standard Class,LATAM,Central America,Hockey,Corporate,CANCELED,0,11.88000011,25.0,11.88000011,1.0,-1,0
3/25/2015 23:31,3/30/2015 23:31,5,2,Second Class,LATAM,Central America,Hockey,Consumer,CLOSED,1,7.989999771,50.0,7.989999771,2.0,3,1
3/25/2015 21:25,3/27/2015 21:25,2,1,First Class,LATAM,South America,Hockey,Corporate,CANCELED,0,8.579999924,25.0,8.579999924,1.0,1,0
3/25/2015 9:10,3/29/2015 9:10,4,4,Standard Class,LATAM,Central America,Hockey,Corporate,PENDING_PAYMENT,0,7.090000153,100.0,7.090000153,4.0,0,0
3/23/2015 7:46,3/25/2015 7:46,2,1,First Class,LATAM,Central America,Hockey,Consumer,COMPLETE,1,-10.90999985,25.0,-10.90999985,1.0,1,1
3/13/2015 21:47,3/16/2015 21:47,3,4,Standard Class,LATAM,Central America,Hockey,Corporate,CLOSED,0,29.34000015,125.0,29.34000015,5.0,-1,0
3/12/2015 7:57,3/14/2015 7:57,2,1,First Class,LATAM,Central America,Hockey,Corporate,PENDING_PAYMENT,1,24.60000038,100.0,24.60000038,4.0,1,1
2/20/2015 20:57,2/22/2015 20:57,2,4,Standard Class,LATAM,South America,Hockey,Home Office,PROCESSING,0,32.18000031,100.0,32.18000031,4.0,-2,0
2/2/2015 23:04,2/4/2015 23:04,2,1,First Class,LATAM,Central America,Hockey,Consumer,PENDING,1,39.40999985,125.0,39.40999985,5.0,1,1
1/31/2015 7:18,2/3/2015 7:18,3,2,Second Class,LATAM,Caribbean,Hockey,Consumer,PROCESSING,1,3.150000095,50.0,3.150000095,2.0,1,1
1/30/2015 1:53,2/1/2015 1:53,2,1,First Class,LATAM,Central America,Hockey,Consumer,COMPLETE,1,57.59999847,125.0,57.59999847,5.0,1,1
1/24/2015 18:00,1/28/2015 18:00,4,4,Standard Class,LATAM,Central America,Hockey,Consumer,COMPLETE,0,10.5,75.0,10.5,3.0,0,0
1/24/2015 13:06,1/29/2015 13:06,5,4,Standard Class,LATAM,South America,Hockey,Corporate,PENDING_PAYMENT,1,2.359999895,25.0,2.359999895,1.0,1,1
1/24/2015 5:44,1/28/2015 5:44,4,4,Standard Class,LATAM,South America,Hockey,Consumer,CANCELED,0,30.0,100.0,30.0,4.0,0,0
1/16/2015 19:25,1/21/2015 19:25,5,4,Standard Class,LATAM,Central America,Hockey,Home Office,PENDING_PAYMENT,1,-152.25,100.0,-152.25,4.0,1,1
1/15/2015 17:29,1/21/2015 17:29,6,4,Standard Class,LATAM,Caribbean,Hockey,Consumer,COMPLETE,1,4.5,50.0,4.5,2.0,2,1
1/14/2015 4:21,1/19/2015 4:21,5,4,Standard Class,LATAM,South America,Hockey,Consumer,CLOSED,1,-5.510000229,75.0,-5.510000229,3.0,1,1
1/12/2015 19:25,1/18/2015 19:25,6,4,Standard Class,LATAM,Central America,Hockey,Corporate,PENDING,1,23.52000046,50.0,23.52000046,2.0,2,1
1/12/2015 18:43,1/16/2015 18:43,4,4,Standard Class,LATAM,South America,Hockey,Consumer,PENDING_PAYMENT,0,28.72999954,100.0,28.72999954,4.0,0,0
1/11/2015 7:41,1/15/2015 7:41,4,4,Standard Class,LATAM,Central America,Hockey,Corporate,CLOSED,0,15.39999962,50.0,15.39999962,2.0,0,0
1/10/2015 23:59,1/12/2015 23:59,2,1,First Class,LATAM,Central America,Hockey,Consumer,PROCESSING,1,34.18999863,75.0,34.18999863,3.0,1,1
1/5/2015 7:42,1/8/2015 7:42,3,4,Standard Class,LATAM,Central America,Hockey,Home Office,PENDING,0,1.690000057,25.0,1.690000057,1.0,-1,0
1/4/2015 19:26,1/7/2015 19:26,3,4,Standard Class,LATAM,Central America,Hockey,Home Office,CLOSED,0,18.79999924,50.0,18.79999924,2.0,-1,0
1/3/2015 16:06,1/8/2015 16:06,5,4,Standard Class,LATAM,Caribbean,Hockey,Corporate,COMPLETE,1,12.47999954,50.0,12.47999954,2.0,1,1
1/1/2015 3:51,1/4/2015 3:51,3,4,Standard Class,LATAM,Central America,Hockey,Home Office,CLOSED,0,23.48999977,100.0,23.48999977,4.0,-1,0
9/28/2017 13:29,10/1/2017 13:29,3,4,Standard Class,Europe,Western Europe,Hockey,Corporate,COMPLETE,0,160.0800018,329.9899902,160.0800018,1.0,-1,0
9/28/2017 13:29,10/1/2017 13:29,3,4,Standard Class,Europe,Western Europe,Hockey,Corporate,COMPLETE,0,151.9900055,329.9899902,151.9900055,1.0,-1,0
9/27/2017 18:13,9/30/2017 18:13,3,4,Standard Class,Europe,Southern Europe,Hockey,Consumer,CANCELED,0,100.1900024,329.9899902,100.1900024,1.0,-1,0
9/27/2017 9:48,9/29/2017 9:48,2,1,First Class,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,1,114.9899979,329.9899902,114.9899979,1.0,1,1
9/27/2017 5:57,9/30/2017 5:57,3,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,SUSPECTED_FRAUD,0,-862.0999756,329.9899902,-862.0999756,1.0,-1,0
9/27/2017 4:54,10/2/2017 4:54,5,4,Standard Class,Europe,Western Europe,Hockey,Home Office,COMPLETE,1,74.83999634,329.9899902,74.83999634,1.0,1,1
9/26/2017 14:32,9/30/2017 14:32,4,4,Standard Class,Europe,Western Europe,Hockey,Consumer,ON_HOLD,0,-245.5099945,329.9899902,-245.5099945,1.0,0,0
9/25/2017 3:09,9/28/2017 3:09,3,4,Standard Class,Europe,Southern Europe,Hockey,Consumer,PROCESSING,0,11.10999966,329.9899902,11.10999966,1.0,-1,0
9/24/2017 22:15,9/28/2017 22:15,4,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PENDING_PAYMENT,0,100.9800034,329.9899902,100.9800034,1.0,0,0
9/24/2017 20:09,9/27/2017 20:09,3,2,Second Class,Europe,Western Europe,Hockey,Corporate,COMPLETE,1,142.2899933,329.9899902,142.2899933,1.0,1,1
9/24/2017 6:50,9/26/2017 6:50,2,1,First Class,Europe,Northern Europe,Hockey,Corporate,PENDING_PAYMENT,1,86.12999725,329.9899902,86.12999725,1.0,1,1
9/23/2017 0:42,9/27/2017 0:42,4,2,Second Class,Europe,Northern Europe,Hockey,Consumer,COMPLETE,1,117.8099976,329.9899902,117.8099976,1.0,2,1
9/22/2017 11:23,9/28/2017 11:23,6,4,Standard Class,Europe,Western Europe,Hockey,Consumer,COMPLETE,1,-65.97000122,329.9899902,-65.97000122,1.0,2,1
9/18/2017 21:12,9/23/2017 21:12,5,2,Second Class,Europe,Western Europe,Hockey,Corporate,ON_HOLD,1,30.95000076,329.9899902,30.95000076,1.0,3,1
9/18/2017 8:35,9/20/2017 8:35,2,1,First Class,Europe,Western Europe,Hockey,Consumer,PROCESSING,1,-64.40000153,329.9899902,-64.40000153,1.0,1,1
9/18/2017 0:11,9/23/2017 0:11,5,4,Standard Class,Europe,Western Europe,Hockey,Home Office,PENDING_PAYMENT,1,-62.83000183,329.9899902,-62.83000183,1.0,1,1
9/16/2017 14:54,9/18/2017 14:54,2,1,First Class,Europe,Southern Europe,Hockey,Corporate,PENDING,1,-173.2400055,329.9899902,-173.2400055,1.0,1,1
9/15/2017 18:35,9/17/2017 18:35,2,4,Standard Class,Europe,Northern Europe,Hockey,Consumer,PROCESSING,0,95.69999695,329.9899902,95.69999695,1.0,-2,0
9/15/2017 11:13,9/17/2017 11:13,2,1,First Class,Europe,Western Europe,Hockey,Corporate,PENDING_PAYMENT,1,137.2100067,329.9899902,137.2100067,1.0,1,1
9/15/2017 4:13,9/21/2017 4:13,6,4,Standard Class,Europe,Western Europe,Hockey,Corporate,ON_HOLD,1,-12.28999996,329.9899902,-12.28999996,1.0,2,1
9/15/2017 3:10,9/18/2017 3:10,3,4,Standard Class,Europe,Western Europe,Hockey,Corporate,CLOSED,0,104.0299988,329.9899902,104.0299988,1.0,-1,0
9/15/2017 2:49,9/17/2017 2:49,2,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PENDING,0,107.7099991,329.9899902,107.7099991,1.0,-2,0
9/15/2017 2:07,9/20/2017 2:07,5,2,Second Class,Europe,Western Europe,Hockey,Corporate,PENDING_PAYMENT,1,147.3399963,329.9899902,147.3399963,1.0,3,1
9/13/2017 14:23,9/16/2017 14:23,3,4,Standard Class,Europe,Western Europe,Hockey,Corporate,ON_HOLD,0,115.3799973,329.9899902,115.3799973,1.0,-1,0
9/13/2017 14:23,9/16/2017 14:23,3,4,Standard Class,Europe,Western Europe,Hockey,Corporate,ON_HOLD,0,138.1000061,329.9899902,138.1000061,1.0,-1,0
9/12/2017 17:00,9/14/2017 17:00,2,4,Standard Class,Europe,Western Europe,Hockey,Consumer,PENDING,0,52.54999924,329.9899902,52.54999924,1.0,-2,0
